pessoas,maquinas,vazao_total,vazao_1,sensor_p1,vazao_2,sensor_p2,vazao_3,sensor_p3,vazamento,t_seg,hora,inicio_exp,fim_exp,meio_exp
0,0,0.00,0.00,0,0.00,0,0.00,0,0,20790,05:46:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,20820,05:47:00,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,20850,05:47:30,,,
0,3,0.29,0.09,0,0.09,0,0.10,0,0,20880,05:48:00,,,
0,2,0.18,0.05,0,0.06,0,0.07,0,0,20910,05:48:30,,,
0,3,0.23,0.08,0,0.08,0,0.08,0,0,20940,05:49:00,,,
0,3,0.29,0.09,0,0.10,0,0.09,0,0,20970,05:49:30,,,
0,5,0.46,0.19,0,0.13,0,0.15,0,0,21000,05:50:00,,,
0,4,0.41,0.13,0,0.16,0,0.13,0,0,21030,05:50:30,,,
0,2,0.18,0.07,0,0.05,0,0.06,0,0,21060,05:51:00,,,
0,4,0.34,0.12,0,0.11,0,0.11,0,0,21090,05:51:30,,,
0,2,0.19,0.06,0,0.07,0,0.05,0,0,21120,05:52:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,21150,05:52:30,,,
0,3,0.30,0.11,0,0.09,0,0.11,0,0,21180,05:53:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,21210,05:53:30,,,
0,5,0.50,0.16,0,0.20,0,0.14,0,0,21240,05:54:00,,,
0,4,0.37,0.11,0,0.11,0,0.16,0,0,21270,05:54:30,,,
0,5,0.44,0.14,0,0.17,0,0.14,0,0,21300,05:55:00,,,
0,4,0.34,0.13,0,0.10,0,0.11,0,0,21330,05:55:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,21360,05:56:00,,,
0,2,0.22,0.06,0,0.07,0,0.08,0,0,21390,05:56:30,,,
0,1,0.09,0.03,0,0.04,0,0.03,0,0,21420,05:57:00,,,
0,3,0.28,0.08,0,0.12,0,0.08,0,0,21450,05:57:30,,,
0,5,0.48,0.16,0,0.19,0,0.13,0,0,21480,05:58:00,,,
0,5,0.53,0.17,0,0.17,0,0.19,0,0,21510,05:58:30,,,
0,3,0.34,0.11,0,0.12,0,0.11,0,0,21540,05:59:00,,,
0,3,0.30,0.12,0,0.08,0,0.10,0,0,21570,05:59:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,21600,06:00:00,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,21630,06:00:30,,,
0,2,0.21,0.08,0,0.07,0,0.06,0,0,21660,06:01:00,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,21690,06:01:30,,,
0,2,0.17,0.05,0,0.07,0,0.05,0,0,21720,06:02:00,,,
0,1,0.11,0.04,0,0.03,0,0.03,0,0,21750,06:02:30,,,
0,4,0.39,0.15,0,0.12,0,0.12,0,0,21780,06:03:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,21810,06:03:30,,,
0,5,0.52,0.18,0,0.19,0,0.15,0,0,21840,06:04:00,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,21870,06:04:30,,,
0,1,0.11,0.04,0,0.04,0,0.04,0,0,21900,06:05:00,,,
0,3,0.27,0.10,0,0.09,0,0.08,0,0,21930,06:05:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,21960,06:06:00,,,
0,2,0.17,0.06,0,0.06,0,0.06,0,0,21990,06:06:30,,,
0,5,0.44,0.13,0,0.18,0,0.13,0,0,22020,06:07:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,22050,06:07:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,22080,06:08:00,,,
0,1,0.10,0.03,0,0.04,0,0.03,0,0,22110,06:08:30,,,
0,4,0.33,0.11,0,0.11,0,0.11,0,0,22140,06:09:00,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,22170,06:09:30,,,
0,3,0.27,0.08,0,0.10,0,0.09,0,0,22200,06:10:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,22230,06:10:30,,,
0,2,0.20,0.07,0,0.07,0,0.06,0,0,22260,06:11:00,,,
0,4,0.41,0.13,0,0.15,0,0.13,0,0,22290,06:11:30,,,
0,4,0.43,0.16,0,0.14,0,0.13,0,0,22320,06:12:00,,,
0,2,0.17,0.05,0,0.06,0,0.06,0,0,22350,06:12:30,,,
0,5,0.46,0.17,0,0.14,0,0.15,0,0,22380,06:13:00,,,
0,4,0.39,0.14,0,0.12,0,0.13,0,0,22410,06:13:30,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,22440,06:14:00,,,
0,3,0.27,0.10,0,0.08,0,0.09,0,0,22470,06:14:30,,,
0,3,0.27,0.11,0,0.08,0,0.09,0,0,22500,06:15:00,,,
0,4,0.34,0.12,0,0.11,0,0.12,0,0,22530,06:15:30,,,
0,2,0.21,0.06,0,0.08,0,0.07,0,0,22560,06:16:00,,,
0,4,0.33,0.10,0,0.13,0,0.11,0,0,22590,06:16:30,,,
0,2,0.22,0.08,0,0.07,0,0.07,0,0,22620,06:17:00,,,
0,5,0.50,0.17,0,0.15,0,0.19,0,0,22650,06:17:30,,,
0,4,0.37,0.15,0,0.11,0,0.11,0,0,22680,06:18:00,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,22710,06:18:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,22740,06:19:00,,,
0,1,0.11,0.04,0,0.04,0,0.03,0,0,22770,06:19:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,22800,06:20:00,,,
0,3,0.33,0.11,0,0.12,0,0.11,0,0,22830,06:20:30,,,
0,1,0.11,0.04,0,0.03,0,0.04,0,0,22860,06:21:00,,,
0,4,0.36,0.15,0,0.11,0,0.11,0,0,22890,06:21:30,,,
0,4,0.44,0.15,0,0.15,0,0.14,0,0,22920,06:22:00,,,
0,4,0.33,0.11,0,0.10,0,0.11,0,0,22950,06:22:30,,,
0,1,0.08,0.03,0,0.03,0,0.03,0,0,22980,06:23:00,,,
0,4,0.41,0.14,0,0.11,0,0.16,0,0,23010,06:23:30,,,
0,2,0.23,0.08,0,0.08,0,0.08,0,0,23040,06:24:00,,,
0,4,0.40,0.15,0,0.11,0,0.13,0,0,23070,06:24:30,,,
0,5,0.42,0.13,0,0.13,0,0.17,0,0,23100,06:25:00,,,
0,3,0.28,0.12,0,0.08,0,0.08,0,0,23130,06:25:30,,,
0,5,0.55,0.19,0,0.17,0,0.19,0,0,23160,06:26:00,,,
0,4,0.38,0.12,0,0.15,0,0.10,0,0,23190,06:26:30,,,
0,5,0.49,0.14,0,0.17,0,0.19,0,0,23220,06:27:00,,,
0,4,0.34,0.11,0,0.13,0,0.10,0,0,23250,06:27:30,,,
0,1,0.08,0.03,0,0.03,0,0.03,0,0,23280,06:28:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,23310,06:28:30,,,
0,2,0.16,0.05,0,0.05,0,0.05,0,0,23340,06:29:00,,,
0,1,0.10,0.03,0,0.04,0,0.03,0,0,23370,06:29:30,,,
0,4,0.37,0.12,0,0.11,0,0.13,0,0,23400,06:30:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,23430,06:30:30,,,
0,2,0.19,0.06,0,0.06,0,0.07,0,0,23460,06:31:00,,,
0,4,0.39,0.14,0,0.13,0,0.12,0,0,23490,06:31:30,,,
0,5,0.60,0.20,0,0.20,0,0.20,0,0,23520,06:32:00,,,
0,4,0.39,0.13,0,0.11,0,0.15,0,0,23550,06:32:30,,,
0,1,0.09,0.04,0,0.03,0,0.03,0,0,23580,06:33:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,23610,06:33:30,,,
0,5,0.45,0.13,0,0.19,0,0.14,0,0,23640,06:34:00,,,
0,4,0.39,0.14,0,0.14,0,0.11,0,0,23670,06:34:30,,,
0,2,0.22,0.08,0,0.06,0,0.08,0,0,23700,06:35:00,,,
0,5,0.44,0.14,0,0.18,0,0.13,0,0,23730,06:35:30,,,
0,4,0.41,0.11,0,0.15,0,0.14,0,0,23760,06:36:00,,,
0,3,0.28,0.12,0,0.08,0,0.09,0,0,23790,06:36:30,,,
0,4,0.40,0.11,0,0.15,0,0.14,0,0,23820,06:37:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,23850,06:37:30,,,
0,3,0.29,0.09,0,0.11,0,0.09,0,0,23880,06:38:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,23910,06:38:30,,,
0,2,0.18,0.06,0,0.06,0,0.06,0,0,23940,06:39:00,,,
0,5,0.38,0.13,0,0.13,0,0.13,0,0,23970,06:39:30,,,
0,3,0.29,0.09,0,0.12,0,0.09,0,0,24000,06:40:00,,,
0,5,0.47,0.14,0,0.19,0,0.14,0,0,24030,06:40:30,,,
0,5,0.39,0.13,0,0.13,0,0.13,0,0,24060,06:41:00,,,
0,2,0.17,0.05,0,0.07,0,0.06,0,0,24090,06:41:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,24120,06:42:00,,,
0,3,0.31,0.11,0,0.12,0,0.08,0,0,24150,06:42:30,,,
0,2,0.19,0.06,0,0.05,0,0.07,0,0,24180,06:43:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,24210,06:43:30,,,
0,2,0.19,0.05,0,0.06,0,0.08,0,0,24240,06:44:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,24270,06:44:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,24300,06:45:00,,,
0,4,0.39,0.12,0,0.11,0,0.16,0,0,24330,06:45:30,,,
0,5,0.42,0.17,0,0.13,0,0.13,0,0,24360,06:46:00,,,
0,1,0.10,0.03,0,0.04,0,0.03,0,0,24390,06:46:30,,,
0,1,0.09,0.04,0,0.03,0,0.03,0,0,24420,06:47:00,,,
0,2,0.21,0.08,0,0.08,0,0.06,0,0,24450,06:47:30,,,
0,1,0.10,0.03,0,0.04,0,0.03,0,0,24480,06:48:00,,,
0,3,0.24,0.08,0,0.09,0,0.08,0,0,24510,06:48:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,24540,06:49:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,24570,06:49:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,24600,06:50:00,,,
0,4,0.42,0.15,0,0.13,0,0.14,0,0,24630,06:50:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,24660,06:51:00,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,24690,06:51:30,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,24720,06:52:00,,,
0,5,0.42,0.14,0,0.16,0,0.13,0,0,24750,06:52:30,,,
0,4,0.36,0.13,0,0.13,0,0.11,0,0,24780,06:53:00,,,
0,1,0.10,0.03,0,0.04,0,0.03,0,0,24810,06:53:30,,,
0,1,0.11,0.04,0,0.03,0,0.04,0,0,24840,06:54:00,,,
0,1,0.10,0.03,0,0.03,0,0.03,0,0,24870,06:54:30,,,
0,4,0.40,0.11,0,0.13,0,0.15,0,0,24900,06:55:00,,,
0,4,0.34,0.10,0,0.11,0,0.13,0,0,24930,06:55:30,,,
0,3,0.28,0.10,0,0.08,0,0.09,0,0,24960,06:56:00,,,
0,4,0.38,0.13,0,0.10,0,0.15,0,0,24990,06:56:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,25020,06:57:00,,,
0,5,0.50,0.13,0,0.18,0,0.19,0,0,25050,06:57:30,,,
0,4,0.42,0.15,0,0.12,0,0.14,0,0,25080,06:58:00,,,
0,5,0.50,0.19,0,0.18,0,0.13,0,0,25110,06:58:30,,,
0,1,0.11,0.04,0,0.03,0,0.04,0,0,25140,06:59:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,25170,06:59:30,,,
0,2,0.19,0.06,0,0.07,0,0.05,0,0,25200,07:00:00,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,25230,07:00:30,,,
0,3,0.31,0.12,0,0.11,0,0.08,0,0,25260,07:01:00,,,
0,2,0.19,0.08,0,0.06,0,0.05,0,0,25290,07:01:30,,,
0,1,0.10,0.04,0,0.03,0,0.03,0,0,25320,07:02:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,25350,07:02:30,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,25380,07:03:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,25410,07:03:30,,,
0,3,0.25,0.08,0,0.09,0,0.09,0,0,25440,07:04:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,25470,07:04:30,,,
0,4,0.43,0.12,0,0.15,0,0.16,0,0,25500,07:05:00,,,
0,1,0.10,0.04,0,0.03,0,0.03,0,0,25530,07:05:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,25560,07:06:00,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,25590,07:06:30,,,
0,5,0.52,0.16,0,0.17,0,0.19,0,0,25620,07:07:00,,,
0,4,0.41,0.14,0,0.15,0,0.12,0,0,25650,07:07:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,25680,07:08:00,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,25710,07:08:30,,,
0,4,0.40,0.15,0,0.14,0,0.11,0,0,25740,07:09:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,25770,07:09:30,,,
0,5,0.44,0.13,0,0.19,0,0.13,0,0,25800,07:10:00,,,
0,5,0.47,0.14,0,0.17,0,0.16,0,0,25830,07:10:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,25860,07:11:00,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,25890,07:11:30,,,
0,5,0.51,0.17,0,0.19,0,0.15,0,0,25920,07:12:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,25950,07:12:30,,,
0,3,0.28,0.11,0,0.08,0,0.08,0,0,25980,07:13:00,,,
0,2,0.19,0.05,0,0.07,0,0.07,0,0,26010,07:13:30,,,
0,4,0.35,0.11,0,0.13,0,0.11,0,0,26040,07:14:00,,,
0,3,0.29,0.08,0,0.09,0,0.12,0,0,26070,07:14:30,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,26100,07:15:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,26130,07:15:30,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,26160,07:16:00,,,
0,4,0.35,0.10,0,0.10,0,0.15,0,0,26190,07:16:30,,,
0,1,0.09,0.03,0,0.03,0,0.04,0,0,26220,07:17:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,26250,07:17:30,,,
0,5,0.51,0.14,0,0.19,0,0.17,0,0,26280,07:18:00,,,
0,4,0.39,0.12,0,0.16,0,0.11,0,0,26310,07:18:30,,,
0,1,0.11,0.04,0,0.03,0,0.04,0,0,26340,07:19:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,26370,07:19:30,,,
0,2,0.19,0.06,0,0.05,0,0.07,0,0,26400,07:20:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,26430,07:20:30,,,
0,2,0.19,0.07,0,0.05,0,0.07,0,0,26460,07:21:00,,,
0,5,0.43,0.16,0,0.14,0,0.13,0,0,26490,07:21:30,,,
0,1,0.09,0.04,0,0.03,0,0.03,0,0,26520,07:22:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,26550,07:22:30,,,
0,3,0.26,0.08,0,0.09,0,0.09,0,0,26580,07:23:00,,,
0,5,0.44,0.14,0,0.16,0,0.14,0,0,26610,07:23:30,,,
0,1,0.11,0.03,0,0.04,0,0.04,0,0,26640,07:24:00,,,
0,5,0.46,0.14,0,0.13,0,0.19,0,0,26670,07:24:30,,,
0,1,0.10,0.04,0,0.03,0,0.03,0,0,26700,07:25:00,,,
0,3,0.29,0.09,0,0.11,0,0.10,0,0,26730,07:25:30,,,
0,2,0.19,0.08,0,0.06,0,0.05,0,0,26760,07:26:00,,,
0,2,0.17,0.06,0,0.05,0,0.06,0,0,26790,07:26:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,26820,07:27:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,26850,07:27:30,,,
0,1,0.08,0.03,0,0.03,0,0.03,0,0,26880,07:28:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,26910,07:28:30,,,
0,5,0.55,0.19,0,0.17,0,0.19,0,0,26940,07:29:00,,,
0,4,0.40,0.14,0,0.11,0,0.15,0,0,26970,07:29:30,,,
0,2,0.18,0.05,0,0.08,0,0.05,0,0,27000,07:30:00,,,
0,1,0.09,0.03,0,0.04,0,0.03,0,0,27030,07:30:30,,,
0,4,0.39,0.14,0,0.11,0,0.14,0,0,27060,07:31:00,,,
0,4,0.39,0.13,0,0.14,0,0.12,0,0,27090,07:31:30,,,
0,1,0.09,0.04,0,0.03,0,0.03,0,0,27120,07:32:00,,,
0,1,0.10,0.04,0,0.03,0,0.03,0,0,27150,07:32:30,,,
0,4,0.45,0.16,0,0.15,0,0.14,0,0,27180,07:33:00,,,
0,2,0.16,0.05,0,0.05,0,0.05,0,0,27210,07:33:30,,,
0,3,0.25,0.09,0,0.08,0,0.08,0,0,27240,07:34:00,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,27270,07:34:30,,,
0,2,0.19,0.06,0,0.06,0,0.07,0,0,27300,07:35:00,,,
0,3,0.27,0.10,0,0.09,0,0.08,0,0,27330,07:35:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,27360,07:36:00,,,
0,3,0.29,0.09,0,0.11,0,0.09,0,0,27390,07:36:30,,,
0,4,0.33,0.10,0,0.12,0,0.11,0,0,27420,07:37:00,,,
0,4,0.40,0.12,0,0.12,0,0.16,0,0,27450,07:37:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,27480,07:38:00,,,
0,4,0.41,0.14,0,0.14,0,0.13,0,0,27510,07:38:30,,,
0,3,0.29,0.10,0,0.10,0,0.09,0,0,27540,07:39:00,,,
0,5,0.45,0.14,0,0.19,0,0.13,0,0,27570,07:39:30,,,
0,2,0.21,0.06,0,0.07,0,0.07,0,0,27600,07:40:00,,,
0,5,0.48,0.16,0,0.19,0,0.13,0,0,27630,07:40:30,,,
0,3,0.29,0.10,0,0.09,0,0.09,0,0,27660,07:41:00,,,
0,5,0.48,0.19,0,0.13,0,0.17,0,0,27690,07:41:30,,,
0,4,0.37,0.15,0,0.11,0,0.10,0,0,27720,07:42:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,27750,07:42:30,,,
0,1,0.09,0.04,0,0.03,0,0.03,0,0,27780,07:43:00,,,
0,3,0.26,0.09,0,0.09,0,0.08,0,0,27810,07:43:30,,,
0,4,0.33,0.12,0,0.10,0,0.11,0,0,27840,07:44:00,,,
0,3,0.32,0.12,0,0.10,0,0.10,0,0,27870,07:44:30,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,27900,07:45:00,,,
0,1,0.11,0.04,0,0.04,0,0.04,0,0,27930,07:45:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,27960,07:46:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,27990,07:46:30,,,
0,2,0.19,0.06,0,0.06,0,0.07,0,0,28020,07:47:00,,,
0,4,0.38,0.11,0,0.12,0,0.15,0,0,28050,07:47:30,,,
0,4,0.37,0.14,0,0.11,0,0.12,0,0,28080,07:48:00,,,
0,1,0.08,0.03,0,0.03,0,0.03,0,0,28110,07:48:30,,,
0,5,0.40,0.13,0,0.13,0,0.14,0,0,28140,07:49:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,28170,07:49:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,28200,07:50:00,,,
0,5,0.50,0.17,0,0.14,0,0.20,0,0,28230,07:50:30,,,
0,2,0.18,0.06,0,0.06,0,0.06,0,0,28260,07:51:00,,,
0,1,0.09,0.04,0,0.03,0,0.03,0,0,28290,07:51:30,,,
0,3,0.27,0.11,0,0.08,0,0.09,0,0,28320,07:52:00,,,
0,1,0.11,0.04,0,0.03,0,0.04,0,0,28350,07:52:30,,,
0,2,0.17,0.06,0,0.05,0,0.05,0,0,28380,07:53:00,,,
0,4,0.36,0.14,0,0.11,0,0.11,0,0,28410,07:53:30,,,
0,2,0.19,0.05,0,0.07,0,0.07,0,0,28440,07:54:00,,,
0,2,0.18,0.06,0,0.05,0,0.07,0,0,28470,07:54:30,,,
0,2,0.19,0.07,0,0.07,0,0.05,0,0,28500,07:55:00,,,
0,5,0.39,0.13,0,0.13,0,0.13,0,0,28530,07:55:30,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,28560,07:56:00,,,
0,1,0.10,0.04,0,0.03,0,0.03,0,0,28590,07:56:30,,,
0,3,0.28,0.09,0,0.09,0,0.10,0,0,28620,07:57:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,28650,07:57:30,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,28680,07:58:00,,,
0,4,0.40,0.13,0,0.16,0,0.11,0,0,28710,07:58:30,,,
0,3,0.30,0.11,0,0.10,0,0.10,0,0,28740,07:59:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,28770,07:59:30,,,
0,1,0.10,0.03,0,0.04,0,0.03,0,0,28800,08:00:00,,,
0,0,0.00,0.00,0,0.00,0,0.00,0,0,28830,08:00:30,,,
0,1,0.09,0.03,0,0.03,0,0.04,0,0,28860,08:01:00,,,
0,3,0.27,0.08,0,0.09,0,0.11,0,0,28890,08:01:30,,,
1,3,0.32,0.12,0,0.10,0,0.09,0,0,28920,08:02:00,,,
2,3,0.35,0.13,1,0.11,0,0.11,1,1,28950,08:02:30,,,
3,4,0.46,0.16,1,0.16,1,0.15,0,1,28980,08:03:00,,,
2,1,0.18,0.07,1,0.05,0,0.06,0,1,29010,08:03:30,,,
1,1,0.13,0.04,0,0.04,1,0.04,1,1,29040,08:04:00,,,
1,1,0.14,0.04,0,0.04,0,0.05,0,0,29070,08:04:30,,,
0,1,0.09,0.03,0,0.03,0,0.03,0,0,29100,08:05:00,,,
0,5,0.46,0.14,0,0.14,0,0.19,0,0,29130,08:05:30,,,
1,0,0.04,0.01,1,0.01,1,0.01,0,1,29160,08:06:00,,,
2,5,0.60,0.23,0,0.19,0,0.18,0,0,29190,08:06:30,,,
3,0,0.11,0.04,1,0.04,1,0.04,0,1,29220,08:07:00,,,
2,5,0.53,0.20,0,0.16,1,0.16,0,1,29250,08:07:30,,,
2,0,0.08,0.02,0,0.02,0,0.03,1,1,29280,08:08:00,,,
2,1,0.18,0.05,1,0.06,0,0.06,1,1,29310,08:08:30,,,
2,3,0.38,0.14,0,0.11,1,0.14,1,1,29340,08:09:00,,,
2,2,0.27,0.08,0,0.09,0,0.10,0,0,29370,08:09:30,,,
2,1,0.18,0.06,1,0.07,1,0.06,1,1,29400,08:10:00,,,
2,3,0.36,0.13,1,0.11,1,0.12,0,1,29430,08:10:30,,,
2,5,0.54,0.16,1,0.18,0,0.20,0,1,29460,08:11:00,,,
2,3,0.40,0.11,1,0.14,1,0.15,1,1,29490,08:11:30,,,
3,2,0.27,0.09,0,0.10,1,0.09,1,1,29520,08:12:00,,,
3,0,0.12,0.03,0,0.04,0,0.04,0,0,29550,08:12:30,,,
3,0,0.12,0.04,0,0.03,1,0.05,0,1,29580,08:13:00,,,
4,1,0.23,0.08,1,0.08,1,0.07,0,1,29610,08:13:30,,,
5,3,0.44,0.13,0,0.18,1,0.13,1,1,29640,08:14:00,,,
6,0,0.22,0.07,1,0.09,0,0.06,1,1,29670,08:14:30,,,
6,0,0.22,0.08,0,0.07,0,0.08,0,0,29700,08:15:00,,,
7,2,0.48,0.15,0,0.16,1,0.16,1,1,29730,08:15:30,,,
8,3,0.67,0.21,1,0.23,0,0.22,1,1,29760,08:16:00,,,
9,2,0.52,0.20,0,0.16,1,0.16,1,1,29790,08:16:30,,,
8,5,0.78,0.24,1,0.27,0,0.27,1,1,29820,08:17:00,,,
9,4,0.65,0.21,1,0.22,1,0.22,1,1,29850,08:17:30,,,
9,3,3.61,0.26,0,0.17,0,0.17,0,1,29880,08:18:00,,,
10,3,0.66,0.22,0,0.22,0,0.22,1,1,29910,08:18:30,,,
9,5,0.82,0.24,0,0.29,0,0.29,0,0,29940,08:19:00,,,
9,4,0.67,0.21,0,0.20,1,0.25,0,1,29970,08:19:30,,,
10,5,0.87,0.26,1,0.31,1,0.30,0,1,30000,08:20:00,,,
10,3,0.73,0.24,0,0.25,0,0.23,0,0,30030,08:20:30,,,
10,0,0.40,0.13,1,0.16,1,0.10,0,1,30060,08:21:00,,,
9,1,0.44,0.15,0,0.13,1,0.16,0,1,30090,08:21:30,,,
10,3,0.60,0.19,0,0.19,1,0.22,1,1,30120,08:22:00,,,
11,3,0.74,0.24,1,0.24,1,0.27,1,1,30150,08:22:30,,,
12,5,1.05,0.32,0,0.39,0,0.34,0,0,30180,08:23:00,,,
12,4,2.83,0.25,0,0.29,0,0.29,1,1,30210,08:23:30,,,
13,4,0.88,0.29,0,0.32,1,0.27,1,1,30240,08:24:00,,,
13,2,0.63,0.19,0,0.23,0,0.22,1,1,30270,08:24:30,,,
12,4,0.84,0.29,0,0.29,0,0.26,0,0,30300,08:25:00,,,
11,5,0.93,0.31,0,0.31,1,0.30,0,1,30330,08:25:30,,,
11,0,0.43,0.14,0,0.12,0,0.17,0,0,30360,08:26:00,,,
11,0,0.44,0.15,1,0.15,0,0.14,0,1,30390,08:26:30,,,
11,3,0.71,0.26,0,0.24,0,0.20,0,0,30420,08:27:00,,,
12,5,0.85,0.29,0,0.25,1,0.31,0,1,30450,08:27:30,,,
13,4,0.92,0.31,1,0.28,0,0.33,1,1,30480,08:28:00,,,
13,2,0.69,0.24,0,0.21,0,0.24,0,0,30510,08:28:30,,,
14,3,0.80,0.32,1,0.26,0,0.23,0,1,30540,08:29:00,,,
14,2,0.66,0.22,0,0.24,1,0.20,1,1,30570,08:29:30,,,
14,5,1.06,0.41,0,0.34,1,0.31,0,1,30600,08:30:00,,,
14,2,0.79,0.26,0,0.21,1,0.31,0,1,30630,08:30:30,,,
15,5,0.99,0.31,0,0.39,0,0.29,1,1,30660,08:31:00,,,
15,0,0.64,0.19,1,0.23,1,0.23,1,1,30690,08:31:30,,,
16,3,1.02,0.36,0,0.34,1,0.33,1,1,30720,08:32:00,,,
15,4,1.01,0.35,1,0.33,0,0.33,0,1,30750,08:32:30,,,
14,2,0.75,0.29,0,0.22,1,0.23,1,1,30780,08:33:00,,,
14,0,0.45,0.15,1,0.16,1,0.14,0,1,30810,08:33:30,,,
13,1,0.69,0.24,0,0.25,1,0.20,0,1,30840,08:34:00,,,
14,0,0.56,0.18,0,0.23,1,0.16,1,1,30870,08:34:30,,,
13,2,0.67,0.20,1,0.24,1,0.23,1,1,30900,08:35:00,,,
13,5,1.02,0.32,0,0.29,0,0.41,0,0,30930,08:35:30,,,
13,5,1.00,0.29,1,0.36,1,0.35,0,1,30960,08:36:00,,,
13,0,0.48,0.19,1,0.13,1,0.15,0,1,30990,08:36:30,,,
13,0,0.52,0.13,0,0.17,1,0.22,1,1,31020,08:37:00,,,
13,0,0.50,0.20,1,0.15,1,0.15,1,1,31050,08:37:30,,,
13,0,0.45,0.13,0,0.17,1,0.14,0,1,31080,08:38:00,,,
13,5,0.98,0.33,0,0.36,1,0.28,0,1,31110,08:38:30,,,
14,3,0.82,0.24,1,0.30,1,0.28,1,1,31140,08:39:00,,,
15,2,0.86,0.31,1,0.29,1,0.26,1,1,31170,08:39:30,,,
