N pessoas,N máquinas usando agua,Vazão Total,Vazão 1,Vazão 2,Vazão 3,Vazamento,Normal,,,Tempo de simulação em segundos,Horário,,,Inicio expedianete,Fim expediente,Meio expediete
0,1,0.09,0.03,0.03,0.04,0,1,,,20760,05:46:00,,,,,
0,5,0.44,0.15,0.16,0.13,0,1,,,20790,05:46:30,,,,,
0,2,0.21,0.08,0.06,0.06,0,1,,,20820,05:47:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,20850,05:47:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,20880,05:48:00,,,,,
0,2,0.18,0.05,0.05,0.07,0,1,,,20910,05:48:30,,,,,
0,1,0.10,0.04,0.04,0.03,0,1,,,20940,05:49:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,20970,05:49:30,,,,,
0,3,0.26,0.08,0.08,0.10,0,1,,,21000,05:50:00,,,,,
0,4,0.41,0.16,0.10,0.15,0,1,,,21030,05:50:30,,,,,
0,5,0.42,0.13,0.14,0.16,0,1,,,21060,05:51:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,21090,05:51:30,,,,,
0,4,0.38,0.13,0.13,0.13,0,1,,,21120,05:52:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,21150,05:52:30,,,,,
0,4,0.37,0.12,0.13,0.13,0,1,,,21180,05:53:00,,,,,
0,5,0.45,0.15,0.15,0.14,0,1,,,21210,05:53:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,21240,05:54:00,,,,,
0,2,0.17,0.05,0.06,0.06,0,1,,,21270,05:54:30,,,,,
0,1,0.09,0.03,0.03,0.04,0,1,,,21300,05:55:00,,,,,
0,2,0.19,0.05,0.08,0.06,0,1,,,21330,05:55:30,,,,,
0,5,0.43,0.14,0.15,0.14,0,1,,,21360,05:56:00,,,,,
0,1,0.09,0.03,0.03,0.03,0,1,,,21390,05:56:30,,,,,
0,4,0.34,0.11,0.10,0.13,0,1,,,21420,05:57:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,21450,05:57:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,21480,05:58:00,,,,,
0,4,0.43,0.15,0.15,0.13,0,1,,,21510,05:58:30,,,,,
0,5,0.44,0.16,0.13,0.14,0,1,,,21540,05:59:00,,,,,
0,1,0.09,0.03,0.03,0.03,0,1,,,21570,05:59:30,,,,,
0,5,0.48,0.13,0.18,0.17,0,1,,,21600,06:00:00,,,,,
0,4,0.39,0.12,0.11,0.16,0,1,,,21630,06:00:30,,,,,
0,2,0.18,0.06,0.05,0.07,0,1,,,21660,06:01:00,,,,,
0,2,0.17,0.06,0.06,0.06,0,1,,,21690,06:01:30,,,,,
0,5,0.47,0.19,0.14,0.15,0,1,,,21720,06:02:00,,,,,
0,4,0.41,0.15,0.14,0.12,0,1,,,21750,06:02:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,21780,06:03:00,,,,,
0,5,0.47,0.18,0.13,0.16,0,1,,,21810,06:03:30,,,,,
0,5,0.45,0.14,0.19,0.13,0,1,,,21840,06:04:00,,,,,
0,3,0.32,0.11,0.12,0.09,0,1,,,21870,06:04:30,,,,,
0,4,0.38,0.13,0.10,0.14,0,1,,,21900,06:05:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,21930,06:05:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,21960,06:06:00,,,,,
0,5,0.53,0.20,0.20,0.13,0,1,,,21990,06:06:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,22020,06:07:00,,,,,
0,4,0.35,0.12,0.12,0.11,0,1,,,22050,06:07:30,,,,,
0,1,0.09,0.03,0.04,0.03,0,1,,,22080,06:08:00,,,,,
0,3,0.32,0.10,0.12,0.10,0,1,,,22110,06:08:30,,,,,
0,5,0.44,0.17,0.14,0.13,0,1,,,22140,06:09:00,,,,,
0,5,0.46,0.16,0.16,0.15,0,1,,,22170,06:09:30,,,,,
0,4,0.40,0.11,0.15,0.14,0,1,,,22200,06:10:00,,,,,
0,5,0.49,0.16,0.18,0.15,0,1,,,22230,06:10:30,,,,,
0,1,0.09,0.03,0.04,0.03,0,1,,,22260,06:11:00,,,,,
0,5,0.44,0.14,0.14,0.17,0,1,,,22290,06:11:30,,,,,
0,1,0.12,0.04,0.04,0.04,0,1,,,22320,06:12:00,,,,,
0,4,0.34,0.11,0.12,0.11,0,1,,,22350,06:12:30,,,,,
0,5,0.51,0.16,0.20,0.15,0,1,,,22380,06:13:00,,,,,
0,4,0.33,0.11,0.10,0.11,0,1,,,22410,06:13:30,,,,,
0,2,0.20,0.05,0.07,0.07,0,1,,,22440,06:14:00,,,,,
0,1,0.10,0.03,0.04,0.04,0,1,,,22470,06:14:30,,,,,
0,3,0.32,0.11,0.10,0.11,0,1,,,22500,06:15:00,,,,,
0,3,0.30,0.12,0.11,0.08,0,1,,,22530,06:15:30,,,,,
0,3,0.30,0.10,0.10,0.10,0,1,,,22560,06:16:00,,,,,
0,1,0.12,0.04,0.04,0.04,0,1,,,22590,06:16:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,22620,06:17:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,22650,06:17:30,,,,,
0,5,0.49,0.15,0.19,0.16,0,1,,,22680,06:18:00,,,,,
0,5,0.46,0.14,0.20,0.13,0,1,,,22710,06:18:30,,,,,
0,1,0.11,0.04,0.04,0.03,0,1,,,22740,06:19:00,,,,,
0,2,0.20,0.06,0.08,0.06,0,1,,,22770,06:19:30,,,,,
0,2,0.17,0.06,0.06,0.05,0,1,,,22800,06:20:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,22830,06:20:30,,,,,
0,4,0.42,0.13,0.13,0.16,0,1,,,22860,06:21:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,22890,06:21:30,,,,,
0,1,0.10,0.03,0.03,0.04,0,1,,,22920,06:22:00,,,,,
0,2,0.20,0.07,0.05,0.08,0,1,,,22950,06:22:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,22980,06:23:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,23010,06:23:30,,,,,
0,5,0.45,0.17,0.15,0.13,0,1,,,23040,06:24:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,23070,06:24:30,,,,,
0,3,0.29,0.10,0.08,0.11,0,1,,,23100,06:25:00,,,,,
0,4,0.36,0.10,0.15,0.11,0,1,,,23130,06:25:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,23160,06:26:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,23190,06:26:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,23220,06:27:00,,,,,
0,1,0.11,0.04,0.03,0.04,0,1,,,23250,06:27:30,,,,,
0,4,0.35,0.14,0.10,0.11,0,1,,,23280,06:28:00,,,,,
0,1,0.09,0.03,0.03,0.03,0,1,,,23310,06:28:30,,,,,
0,5,0.51,0.13,0.19,0.19,0,1,,,23340,06:29:00,,,,,
0,1,0.09,0.04,0.03,0.03,0,1,,,23370,06:29:30,,,,,
0,5,0.49,0.15,0.19,0.15,0,1,,,23400,06:30:00,,,,,
0,1,0.10,0.04,0.04,0.03,0,1,,,23430,06:30:30,,,,,
0,3,0.30,0.12,0.08,0.10,0,1,,,23460,06:31:00,,,,,
0,3,0.24,0.08,0.09,0.08,0,1,,,23490,06:31:30,,,,,
0,3,0.29,0.10,0.08,0.11,0,1,,,23520,06:32:00,,,,,
0,2,0.22,0.08,0.07,0.06,0,1,,,23550,06:32:30,,,,,
0,3,0.29,0.09,0.11,0.09,0,1,,,23580,06:33:00,,,,,
0,3,0.24,0.08,0.08,0.08,0,1,,,23610,06:33:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,23640,06:34:00,,,,,
0,4,0.41,0.15,0.14,0.12,0,1,,,23670,06:34:30,,,,,
0,5,0.47,0.13,0.16,0.17,0,1,,,23700,06:35:00,,,,,
0,4,0.33,0.11,0.11,0.11,0,1,,,23730,06:35:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,23760,06:36:00,,,,,
0,1,0.09,0.03,0.03,0.03,0,1,,,23790,06:36:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,23820,06:37:00,,,,,
0,4,0.38,0.12,0.14,0.12,0,1,,,23850,06:37:30,,,,,
0,4,0.32,0.10,0.11,0.10,0,1,,,23880,06:38:00,,,,,
0,4,0.37,0.13,0.10,0.15,0,1,,,23910,06:38:30,,,,,
0,1,0.10,0.04,0.03,0.04,0,1,,,23940,06:39:00,,,,,
0,5,0.48,0.20,0.14,0.15,0,1,,,23970,06:39:30,,,,,
0,5,0.48,0.17,0.15,0.15,0,1,,,24000,06:40:00,,,,,
0,3,0.24,0.08,0.09,0.08,0,1,,,24030,06:40:30,,,,,
0,3,0.25,0.10,0.08,0.08,0,1,,,24060,06:41:00,,,,,
0,4,0.37,0.11,0.13,0.13,0,1,,,24090,06:41:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,24120,06:42:00,,,,,
0,1,0.09,0.03,0.03,0.04,0,1,,,24150,06:42:30,,,,,
0,2,0.16,0.06,0.05,0.05,0,1,,,24180,06:43:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,24210,06:43:30,,,,,
0,2,0.23,0.08,0.07,0.08,0,1,,,24240,06:44:00,,,,,
0,3,0.31,0.11,0.08,0.12,0,1,,,24270,06:44:30,,,,,
0,1,0.10,0.04,0.03,0.03,0,1,,,24300,06:45:00,,,,,
0,1,0.08,0.03,0.03,0.03,0,1,,,24330,06:45:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,24360,06:46:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,24390,06:46:30,,,,,
0,1,0.10,0.04,0.03,0.04,0,1,,,24420,06:47:00,,,,,
0,5,0.46,0.15,0.16,0.15,0,1,,,24450,06:47:30,,,,,
0,3,0.29,0.11,0.08,0.10,0,1,,,24480,06:48:00,,,,,
0,1,0.10,0.03,0.03,0.03,0,1,,,24510,06:48:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,24540,06:49:00,,,,,
0,3,0.34,0.12,0.12,0.10,0,1,,,24570,06:49:30,,,,,
0,1,0.09,0.03,0.03,0.03,0,1,,,24600,06:50:00,,,,,
0,4,0.41,0.15,0.15,0.11,0,1,,,24630,06:50:30,,,,,
0,4,0.36,0.13,0.13,0.11,0,1,,,24660,06:51:00,,,,,
0,1,0.10,0.03,0.03,0.04,0,1,,,24690,06:51:30,,,,,
0,3,0.29,0.11,0.10,0.08,0,1,,,24720,06:52:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,24750,06:52:30,,,,,
0,3,0.31,0.12,0.11,0.08,0,1,,,24780,06:53:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,24810,06:53:30,,,,,
0,4,0.40,0.15,0.14,0.11,0,1,,,24840,06:54:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,24870,06:54:30,,,,,
0,3,0.26,0.08,0.08,0.10,0,1,,,24900,06:55:00,,,,,
0,3,0.30,0.11,0.10,0.09,0,1,,,24930,06:55:30,,,,,
0,2,0.16,0.06,0.05,0.06,0,1,,,24960,06:56:00,,,,,
0,2,0.19,0.05,0.07,0.07,0,1,,,24990,06:56:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,25020,06:57:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,25050,06:57:30,,,,,
0,3,0.32,0.11,0.09,0.12,0,1,,,25080,06:58:00,,,,,
0,1,0.09,0.03,0.03,0.03,0,1,,,25110,06:58:30,,,,,
0,3,0.28,0.09,0.11,0.08,0,1,,,25140,06:59:00,,,,,
0,4,0.38,0.14,0.10,0.13,0,1,,,25170,06:59:30,,,,,
0,5,0.47,0.18,0.14,0.16,0,1,,,25200,07:00:00,,,,,
0,4,0.42,0.14,0.13,0.15,0,1,,,25230,07:00:30,,,,,
0,2,0.21,0.06,0.08,0.07,0,1,,,25260,07:01:00,,,,,
0,2,0.19,0.06,0.08,0.05,0,1,,,25290,07:01:30,,,,,
0,2,0.22,0.08,0.06,0.08,0,1,,,25320,07:02:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,25350,07:02:30,,,,,
0,3,0.27,0.09,0.08,0.10,0,1,,,25380,07:03:00,,,,,
0,3,0.29,0.11,0.09,0.10,0,1,,,25410,07:03:30,,,,,
0,3,0.23,0.08,0.08,0.08,0,1,,,25440,07:04:00,,,,,
0,2,0.20,0.05,0.08,0.06,0,1,,,25470,07:04:30,,,,,
0,3,0.30,0.12,0.10,0.09,0,1,,,25500,07:05:00,,,,,
0,3,0.25,0.08,0.08,0.10,0,1,,,25530,07:05:30,,,,,
0,4,0.44,0.15,0.14,0.15,0,1,,,25560,07:06:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,25590,07:06:30,,,,,
0,3,0.31,0.10,0.11,0.10,0,1,,,25620,07:07:00,,,,,
0,5,0.50,0.18,0.18,0.15,0,1,,,25650,07:07:30,,,,,
0,1,0.08,0.03,0.03,0.03,0,1,,,25680,07:08:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,25710,07:08:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,25740,07:09:00,,,,,
0,5,0.50,0.19,0.17,0.15,0,1,,,25770,07:09:30,,,,,
0,3,0.25,0.09,0.08,0.08,0,1,,,25800,07:10:00,,,,,
0,1,0.08,0.03,0.03,0.03,0,1,,,25830,07:10:30,,,,,
0,3,0.27,0.09,0.08,0.10,0,1,,,25860,07:11:00,,,,,
0,5,0.47,0.13,0.17,0.18,0,1,,,25890,07:11:30,,,,,
0,3,0.31,0.10,0.09,0.12,0,1,,,25920,07:12:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,25950,07:12:30,,,,,
0,3,0.27,0.10,0.09,0.08,0,1,,,25980,07:13:00,,,,,
0,5,0.50,0.15,0.17,0.19,0,1,,,26010,07:13:30,,,,,
0,1,0.11,0.04,0.04,0.03,0,1,,,26040,07:14:00,,,,,
0,4,0.34,0.10,0.11,0.13,0,1,,,26070,07:14:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,26100,07:15:00,,,,,
0,3,0.30,0.09,0.12,0.10,0,1,,,26130,07:15:30,,,,,
0,4,0.37,0.12,0.10,0.15,0,1,,,26160,07:16:00,,,,,
0,3,0.26,0.08,0.09,0.09,0,1,,,26190,07:16:30,,,,,
0,5,0.46,0.14,0.16,0.17,0,1,,,26220,07:17:00,,,,,
0,4,0.42,0.11,0.15,0.16,0,1,,,26250,07:17:30,,,,,
0,2,0.16,0.05,0.05,0.05,0,1,,,26280,07:18:00,,,,,
0,1,0.08,0.03,0.03,0.03,0,1,,,26310,07:18:30,,,,,
0,3,0.30,0.09,0.10,0.11,0,1,,,26340,07:19:00,,,,,
0,4,0.32,0.10,0.10,0.12,0,1,,,26370,07:19:30,,,,,
0,4,0.40,0.14,0.11,0.15,0,1,,,26400,07:20:00,,,,,
0,2,0.19,0.05,0.06,0.08,0,1,,,26430,07:20:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,26460,07:21:00,,,,,
0,3,0.30,0.10,0.09,0.11,0,1,,,26490,07:21:30,,,,,
0,1,0.10,0.03,0.04,0.03,0,1,,,26520,07:22:00,,,,,
0,3,0.28,0.10,0.09,0.09,0,1,,,26550,07:22:30,,,,,
0,4,0.42,0.13,0.16,0.13,0,1,,,26580,07:23:00,,,,,
0,4,0.34,0.10,0.11,0.13,0,1,,,26610,07:23:30,,,,,
0,1,0.10,0.03,0.04,0.03,0,1,,,26640,07:24:00,,,,,
0,3,0.26,0.08,0.10,0.08,0,1,,,26670,07:24:30,,,,,
0,5,0.44,0.14,0.14,0.16,0,1,,,26700,07:25:00,,,,,
0,4,0.39,0.15,0.14,0.10,0,1,,,26730,07:25:30,,,,,
0,5,0.51,0.18,0.14,0.19,0,1,,,26760,07:26:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,26790,07:26:30,,,,,
0,4,0.39,0.14,0.13,0.12,0,1,,,26820,07:27:00,,,,,
0,4,0.38,0.10,0.11,0.16,0,1,,,26850,07:27:30,,,,,
0,4,0.40,0.14,0.12,0.15,0,1,,,26880,07:28:00,,,,,
0,4,0.42,0.15,0.13,0.14,0,1,,,26910,07:28:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,26940,07:29:00,,,,,
0,5,0.46,0.14,0.14,0.18,0,1,,,26970,07:29:30,,,,,
0,4,0.32,0.11,0.10,0.11,0,1,,,27000,07:30:00,,,,,
0,5,0.51,0.15,0.18,0.19,0,1,,,27030,07:30:30,,,,,
0,5,0.45,0.13,0.14,0.18,0,1,,,27060,07:31:00,,,,,
0,2,0.18,0.07,0.06,0.06,0,1,,,27090,07:31:30,,,,,
0,1,0.09,0.04,0.03,0.03,0,1,,,27120,07:32:00,,,,,
0,2,0.18,0.06,0.06,0.06,0,1,,,27150,07:32:30,,,,,
0,4,0.36,0.13,0.12,0.11,0,1,,,27180,07:33:00,,,,,
0,4,0.36,0.10,0.11,0.15,0,1,,,27210,07:33:30,,,,,
0,5,0.48,0.15,0.15,0.17,0,1,,,27240,07:34:00,,,,,
0,4,0.41,0.10,0.16,0.14,0,1,,,27270,07:34:30,,,,,
0,5,0.45,0.13,0.17,0.16,0,1,,,27300,07:35:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,27330,07:35:30,,,,,
0,5,0.49,0.17,0.15,0.17,0,1,,,27360,07:36:00,,,,,
0,5,0.55,0.17,0.19,0.19,0,1,,,27390,07:36:30,,,,,
0,2,0.18,0.06,0.06,0.05,0,1,,,27420,07:37:00,,,,,
0,3,0.30,0.08,0.12,0.11,0,1,,,27450,07:37:30,,,,,
0,3,0.33,0.11,0.12,0.10,0,1,,,27480,07:38:00,,,,,
0,5,0.45,0.15,0.13,0.18,0,1,,,27510,07:38:30,,,,,
0,3,0.29,0.11,0.08,0.09,0,1,,,27540,07:39:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,27570,07:39:30,,,,,
0,2,0.17,0.06,0.05,0.06,0,1,,,27600,07:40:00,,,,,
0,4,0.35,0.10,0.14,0.11,0,1,,,27630,07:40:30,,,,,
0,3,0.29,0.08,0.09,0.12,0,1,,,27660,07:41:00,,,,,
0,4,0.37,0.10,0.13,0.14,0,1,,,27690,07:41:30,,,,,
0,5,0.48,0.16,0.19,0.13,0,1,,,27720,07:42:00,,,,,
0,2,0.20,0.07,0.08,0.05,0,1,,,27750,07:42:30,,,,,
0,3,0.28,0.09,0.10,0.09,0,1,,,27780,07:43:00,,,,,
0,1,0.09,0.03,0.03,0.04,0,1,,,27810,07:43:30,,,,,
0,5,0.46,0.18,0.15,0.14,0,1,,,27840,07:44:00,,,,,
0,3,0.29,0.09,0.12,0.09,0,1,,,27870,07:44:30,,,,,
0,1,0.10,0.03,0.04,0.03,0,1,,,27900,07:45:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,27930,07:45:30,,,,,
0,1,0.09,0.03,0.03,0.03,0,1,,,27960,07:46:00,,,,,
0,3,0.29,0.11,0.09,0.09,0,1,,,27990,07:46:30,,,,,
0,5,0.43,0.13,0.14,0.16,0,1,,,28020,07:47:00,,,,,
0,2,0.17,0.05,0.05,0.06,0,1,,,28050,07:47:30,,,,,
0,2,0.17,0.06,0.06,0.06,0,1,,,28080,07:48:00,,,,,
0,5,0.53,0.14,0.19,0.20,0,1,,,28110,07:48:30,,,,,
0,1,0.10,0.03,0.03,0.04,0,1,,,28140,07:49:00,,,,,
0,1,0.09,0.03,0.03,0.04,0,1,,,28170,07:49:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,28200,07:50:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,28230,07:50:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,28260,07:51:00,,,,,
0,3,0.29,0.11,0.09,0.09,0,1,,,28290,07:51:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,28320,07:52:00,,,,,
0,3,0.25,0.09,0.08,0.08,0,1,,,28350,07:52:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,28380,07:53:00,,,,,
0,3,0.26,0.08,0.09,0.08,0,1,,,28410,07:53:30,,,,,
0,1,0.09,0.04,0.03,0.03,0,1,,,28440,07:54:00,,,,,
0,5,0.50,0.16,0.15,0.19,0,1,,,28470,07:54:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,28500,07:55:00,,,,,
0,4,0.37,0.10,0.13,0.13,0,1,,,28530,07:55:30,,,,,
0,5,1.49,0.13,0.20,0.17,1,0,,,28560,07:56:00,,,,,
0,4,0.32,0.11,0.11,0.11,0,1,,,28590,07:56:30,,,,,
0,4,0.40,0.15,0.11,0.14,0,1,,,28620,07:57:00,,,,,
0,1,0.09,0.03,0.04,0.03,0,1,,,28650,07:57:30,,,,,
0,5,0.45,0.14,0.17,0.14,0,1,,,28680,07:58:00,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,28710,07:58:30,,,,,
0,4,0.32,0.11,0.11,0.11,0,1,,,28740,07:59:00,,,,,
0,4,0.42,0.15,0.13,0.14,0,1,,,28770,07:59:30,,,,,
0,0,0.00,0.00,0.00,0.00,0,1,,,28800,08:00:00,,,,,
1,5,0.49,0.14,0.16,0.19,0,1,,,28830,08:00:30,,,,,
1,3,0.31,0.10,0.12,0.10,0,1,,,28860,08:01:00,,,,,
1,1,0.12,0.04,0.04,0.04,0,1,,,28890,08:01:30,,,,,
1,5,0.53,0.15,0.17,0.21,0,1,,,28920,08:02:00,,,,,
1,0,0.04,0.01,0.01,0.01,0,1,,,28950,08:02:30,,,,,
0,1,0.09,0.03,0.04,0.03,0,1,,,28980,08:03:00,,,,,
1,1,0.13,0.05,0.04,0.04,0,1,,,29010,08:03:30,,,,,
2,5,0.48,0.16,0.16,0.16,0,1,,,29040,08:04:00,,,,,
2,5,0.56,0.18,0.22,0.16,0,1,,,29070,08:04:30,,,,,
1,0,0.04,0.01,0.02,0.01,0,1,,,29100,08:05:00,,,,,
1,5,0.51,0.15,0.15,0.20,0,1,,,29130,08:05:30,,,,,
2,0,0.08,0.02,0.03,0.03,0,1,,,29160,08:06:00,,,,,
3,5,0.54,0.20,0.16,0.18,0,1,,,29190,08:06:30,,,,,
4,0,0.18,0.06,0.06,0.06,0,1,,,29220,08:07:00,,,,,
4,4,0.49,0.15,0.17,0.17,0,1,,,29250,08:07:30,,,,,
4,1,0.25,0.09,0.09,0.07,0,1,,,29280,08:08:00,,,,,
5,2,0.37,0.13,0.10,0.13,0,1,,,29310,08:08:30,,,,,
6,3,0.52,0.18,0.16,0.19,0,1,,,29340,08:09:00,,,,,
7,1,0.36,0.11,0.13,0.12,0,1,,,29370,08:09:30,,,,,
7,5,0.81,0.26,0.26,0.28,0,1,,,29400,08:10:00,,,,,
7,5,0.75,0.21,0.28,0.26,0,1,,,29430,08:10:30,,,,,
7,4,0.60,0.19,0.20,0.21,0,1,,,29460,08:11:00,,,,,
6,0,0.23,0.06,0.10,0.07,0,1,,,29490,08:11:30,,,,,
7,3,0.58,0.16,0.20,0.21,0,1,,,29520,08:12:00,,,,,
7,1,0.34,0.10,0.14,0.10,0,1,,,29550,08:12:30,,,,,
8,0,0.32,0.12,0.11,0.09,0,1,,,29580,08:13:00,,,,,
8,0,0.35,0.13,0.12,0.10,0,1,,,29610,08:13:30,,,,,
8,2,0.48,0.16,0.17,0.15,0,1,,,29640,08:14:00,,,,,
8,3,0.60,0.20,0.19,0.21,0,1,,,29670,08:14:30,,,,,
9,0,0.33,0.10,0.09,0.14,0,1,,,29700,08:15:00,,,,,
9,3,0.66,0.26,0.18,0.21,0,1,,,29730,08:15:30,,,,,
9,2,0.47,0.16,0.16,0.15,0,1,,,29760,08:16:00,,,,,
8,5,0.75,0.27,0.22,0.25,0,1,,,29790,08:16:30,,,,,
8,1,0.36,0.12,0.11,0.13,0,1,,,29820,08:17:00,,,,,
8,4,0.72,0.24,0.25,0.23,0,1,,,29850,08:17:30,,,,,
7,4,0.71,0.23,0.23,0.25,0,1,,,29880,08:18:00,,,,,
7,3,0.56,0.18,0.20,0.19,0,1,,,29910,08:18:30,,,,,
7,4,0.66,0.20,0.24,0.22,0,1,,,29940,08:19:00,,,,,
8,4,0.72,0.23,0.25,0.24,0,1,,,29970,08:19:30,,,,,
8,0,0.29,0.10,0.08,0.12,0,1,,,30000,08:20:00,,,,,
8,4,0.67,0.23,0.23,0.21,0,1,,,30030,08:20:30,,,,,
9,5,0.86,0.27,0.27,0.33,0,1,,,30060,08:21:00,,,,,
9,0,0.33,0.13,0.09,0.10,0,1,,,30090,08:21:30,,,,,
9,2,0.59,0.21,0.19,0.20,0,1,,,30120,08:22:00,,,,,
9,2,0.51,0.16,0.19,0.15,0,1,,,30150,08:22:30,,,,,
9,3,0.65,0.24,0.20,0.21,0,1,,,30180,08:23:00,,,,,
8,0,0.28,0.10,0.09,0.09,0,1,,,30210,08:23:30,,,,,
7,0,0.23,0.08,0.07,0.08,0,1,,,30240,08:24:00,,,,,
6,2,0.46,0.15,0.15,0.16,0,1,,,30270,08:24:30,,,,,
6,1,0.30,0.09,0.10,0.11,0,1,,,30300,08:25:00,,,,,
6,3,0.48,0.17,0.16,0.15,0,1,,,30330,08:25:30,,,,,
7,1,0.35,0.10,0.13,0.12,0,1,,,30360,08:26:00,,,,,
8,5,0.76,0.25,0.24,0.27,0,1,,,30390,08:26:30,,,,,
8,4,0.68,0.21,0.24,0.22,0,1,,,30420,08:27:00,,,,,
8,2,0.50,0.15,0.20,0.16,0,1,,,30450,08:27:30,,,,,
9,1,0.45,0.16,0.15,0.14,0,1,,,30480,08:28:00,,,,,
9,1,0.41,0.15,0.14,0.13,0,1,,,30510,08:28:30,,,,,
10,3,0.68,0.23,0.25,0.20,0,1,,,30540,08:29:00,,,,,
10,2,0.55,0.18,0.17,0.20,0,1,,,30570,08:29:30,,,,,
10,4,0.79,0.26,0.29,0.24,0,1,,,30600,08:30:00,,,,,
9,4,0.80,0.28,0.27,0.24,0,1,,,30630,08:30:30,,,,,
9,3,0.63,0.23,0.23,0.17,0,1,,,30660,08:31:00,,,,,
9,2,0.53,0.20,0.14,0.19,0,1,,,30690,08:31:30,,,,,
10,0,0.40,0.12,0.14,0.14,0,1,,,30720,08:32:00,,,,,
9,1,0.44,0.16,0.13,0.15,0,1,,,30750,08:32:30,,,,,
10,2,0.56,0.18,0.18,0.20,0,1,,,30780,08:33:00,,,,,
11,1,0.56,0.17,0.18,0.20,0,1,,,30810,08:33:30,,,,,
11,1,0.47,0.16,0.14,0.17,0,1,,,30840,08:34:00,,,,,
11,1,0.49,0.15,0.19,0.15,0,1,,,30870,08:34:30,,,,,
11,1,0.51,0.14,0.15,0.22,0,1,,,30900,08:35:00,,,,,
12,3,0.76,0.28,0.21,0.26,0,1,,,30930,08:35:30,,,,,
13,0,0.51,0.16,0.21,0.14,0,1,,,30960,08:36:00,,,,,
12,5,0.94,0.29,0.37,0.28,0,1,,,30990,08:36:30,,,,,
13,5,0.89,0.31,0.29,0.29,0,1,,,31020,08:37:00,,,,,
13,5,1.00,0.34,0.32,0.33,0,1,,,31050,08:37:30,,,,,
14,2,0.70,0.26,0.22,0.22,0,1,,,31080,08:38:00,,,,,
14,5,1.12,0.35,0.41,0.36,0,1,,,31110,08:38:30,,,,,
14,2,0.66,0.21,0.20,0.25,0,1,,,31140,08:39:00,,,,,
